Cruise,Station,lon,lat,z,pres,temp,sal,theta,sigma,o2
SR04_06AQANTIX_2,95,342.7367,-69.0767,13.859,14.000466338841614,-1.8436,34.349899,-1.8438617789895444,27.65364515501483,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,17.818,18.000054271710408,-1.8446,34.349899,-1.8449371211910186,27.653673229972355,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,21.777,21.99972052693239,-1.8446,34.350201,-1.8450129197062515,27.653920873771767,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,25.737,26.00047540118743,-1.8446,34.350399,-1.8450890567783111,27.654083926429166,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,29.696,30.000298306358815,-1.8446,34.3521,-1.8451655863577066,27.65546962375629,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,33.655,34.000199519344505,-1.8436,34.351101,-1.8442425808677378,27.654632876989808,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,37.614,38.00011800014195,-1.8436,34.351501,-1.8443197187591824,27.654960275255462,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,41.573,42.00017581421726,-1.8416,34.355,-1.8423981786699875,27.657756342471657,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,45.532,46.0003119215675,-1.8356,34.360901,-1.8364789887857864,27.662401352661846,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,49.49,49.999515897156805,-1.8316,34.363499,-1.8325594080355592,27.66441158301609,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,53.449,53.99980112275622,-1.8266,34.366299,-1.8276409834556233,27.666559463381418,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,57.408,58.00016155161623,-1.8226,34.3717,-1.8237230593471243,27.670849030206682,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,61.366,61.999589029149725,-1.8206,34.373798,-1.821804307222207,27.672504678866744,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,65.325,66.00010448431645,-1.8146,34.3825,-1.8158892419690726,27.679425509988732,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,69.283,69.99968693983888,-1.8086,34.388302,-1.8099746322068277,27.68398679638767,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,73.242,74.00035740298773,-1.7936,34.400501,-1.7950676455550445,27.693508081906657,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,77.2,78.00009481817848,-1.7566,34.417801,-1.7581780200295454,27.70657047203258,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,81.158,81.99990969654738,-1.7056,34.4231,-1.7072996745211708,27.709456549475362,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,85.116,85.99980203351502,-1.6966,34.424,-1.698392906071292,27.70993529607381,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,89.074,89.99977182450174,-1.6966,34.425701,-1.6984801472684994,27.71132065269194,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,93.032,93.99981906492775,-1.6866,34.431,-1.688576619191056,27.715345790086076,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,96.99,97.99994375021313,-1.6716,34.4375,-1.6736787014244003,27.720201486780752,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,100.948,102.00014587577778,-1.6066,34.4459,-1.6088271847625604,27.725125811052976,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,104.906,106.00042543704144,-1.5716,34.4459,-1.5739510848810452,27.72407695377342,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,108.863,109.99977171802993,-1.5586,34.447701,-1.561056967347305,27.725148109546353,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,112.821,114.00020611738884,-1.4966,34.455299,-1.4992140994196586,27.729405613415565,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,116.778,117.99970718819561,-1.4596,34.458401,-1.462349160452917,27.730756899578182,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,120.736,122.00029640733152,-1.4507,34.459301,-1.4535567926790538,27.73120628830884,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,124.693,125.99995224964233,-1.4257,34.465302,-1.4286842407566172,27.73527701197918,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,128.65,129.99968546106106,-1.3177,34.480301,-1.3209098183383516,27.74387066866484,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,132.607,133.99949603700983,-1.1867,34.495998,-1.1901700429602458,27.752033267932575,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,136.565,138.0003948211856,-1.0857,34.501999,-1.0894011636728023,27.753205744131947,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,140.522,142.00036013200858,-1.0078,34.511101,-1.011711934475985,27.757637515463102,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,144.479,146.00040279362597,-0.9588,34.512402,-0.9628898018433311,27.75679512828492,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,148.435,149.99951189454245,-0.9448,34.519798,-0.949027790554503,27.76224470454099,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,152.392,153.99970922446806,-0.8128,34.530701,-0.8173246393636296,27.765763804253766,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,156.349,157.99998389145333,-0.7518,34.5303,-0.7565308728069992,27.762902793545436,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,160.306,162.00033589091925,-0.6179,34.541302,-0.622946277107905,27.766054482364552,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,164.262,165.99975423320222,-0.5479,34.551998,-0.5531799881720254,27.771603819968732,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,168.219,170.00026086435193,-0.3979,34.5644,-0.40353553477676235,27.77473971978111,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,172.175,173.99983379008665,-0.3249,34.570801,-0.3307850494605185,27.776449012287458,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,176.132,178.0004950346072,-0.163,34.582699,-0.16927624434110503,27.77810518579463,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,180.088,182.00022252548473,-0.068,34.590801,-0.07457358737192799,27.77981376009575,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,184.044,186.00002728230223,0.144,34.6068,0.13693558247803406,27.78148027844236,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,188,189.99990930048298,0.3319,34.622002,0.3243700356112434,27.78325933626843,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,191.956,193.99986857545042,0.3729,34.6325,0.3651337066112678,27.789379807466503,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,195.912,197.9999051026278,0.4189,34.633499,0.4108894189923925,27.787526314412844,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,199.868,202.00001887743807,0.4669,34.640099,0.45863631413983574,27.790041171358325,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,203.824,206.00020989530407,0.5119,34.6409,0.5033870987169048,27.788029429476865,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,207.78,210.00047815164865,0.5509,34.647099,0.5421431086986814,27.7907010850206,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,211.735,213.99981242245659,0.5639,34.648399,0.5549448299793298,27.790976495290124,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,215.691,218.00023512250436,0.6229,34.650398,0.6136610265042299,27.789017737546146,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,219.646,221.9997237888245,0.6538,34.660198,0.6443221396135048,27.795028552629674,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,223.602,226.0003009142693,0.6608,34.664299,0.6511283341288647,27.797911723782818,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,227.557,229.99994395779945,0.6708,34.6651,0.660929396603848,27.797951229573528,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,231.512,233.99966417331507,0.7008,34.669498,0.6906888148838278,27.799646111259335,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,235.468,238.00047289277083,0.7248,34.671501,0.7144588638134124,27.799775131533124,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,239.423,242.0003474580422,0.7418,34.6735,0.731241222702645,27.80033239172394,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,243.378,246.00029918157287,0.7538,34.6759,0.7430322383994143,27.80152306006198,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,247.333,250.00032805878763,0.7628,34.676498,0.7518292357496222,27.80144995950991,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,251.288,254.00043408511098,0.7688,34.6791,0.7576307659552909,27.80317843078501,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,255.242,257.9996058219012,0.7738,34.679001,0.7624350619453313,27.802795034682504,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,259.197,261.99986611321117,0.7808,34.6805,0.769233556995123,27.803571480614664,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,263.152,266.0002035399039,0.7848,34.6814,0.7730382314083272,27.804054904267787,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,267.106,269.99960660483396,0.7918,34.681599,0.7798359895813134,27.803783859927535,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,271.061,274.0000982690636,0.7988,34.683102,0.7866322952780028,27.8045619637071,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,275.015,277.9996555233847,0.8018,34.683899,0.7894375067971914,27.80502511233408,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,278.97,282.0003014068509,0.7998,34.6838,0.7872543859901371,27.8050842749592,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,282.924,286.0000128322665,0.7998,34.684101,0.7870661874657323,27.80533853660131,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,286.878,289.99980132662256,0.7938,34.683201,0.7808928292521105,27.80500634486475,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,290.832,293.9996668853456,0.7948,34.684898,0.7817010561890131,27.80632107035308,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,294.786,297.99960950386213,0.7998,34.6861,0.7864992585444742,27.806983713680665,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,298.74,301.99962917759837,0.8018,34.686699,0.7883047056308767,27.80735106350744,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,302.694,305.9997259019805,0.8028,34.6884,0.7891116541236285,27.80866896470843,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,306.648,309.9998996724348,0.8038,34.6875,0.7899197112894346,27.80789308392491,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,310.602,314.00015048438684,0.8038,34.687801,0.7897293498339157,27.80814748979151,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,314.556,318.0004783332627,0.8038,34.688,0.7895387597290118,27.808319804315488,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,318.509,321.99987146856324,0.8048,34.689701,0.7903443649267474,27.809637768645644,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,322.463,326.00035335808263,0.8058,34.6889,0.7911510472698271,27.808941652520616,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,326.416,329.99990048592394,0.8038,34.690102,0.788964453101544,27.81004837386422,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,330.369,333.99952459344047,0.8028,34.690102,0.7877756515638904,27.810124008982257,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,334.323,338.00023749988526,0.8018,34.690201,0.786586522047571,27.810279338118107,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,338.276,342.0000155725086,0.7988,34.689899,0.7834031557073601,27.810238628748948,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,342.229,345.99987061109096,0.7958,34.690899,0.7802188794323228,27.811245931545272,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,346.182,349.9998026110608,0.7948,34.692299,0.7790284312879846,27.81244852542386,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,350.135,353.9998115678457,0.7928,34.6922,0.7768416591665316,27.81250767224833,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,354.088,357.99989747687374,0.7938,34.6926,0.7776454914976025,27.812778641854038,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,358.041,362.00006033357266,0.7918,34.692501,0.775458315686652,27.81283777585395,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,361.994,366.00030013337,0.7898,34.692402,0.7732709890547077,27.81289685473166,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,365.946,369.999604892134,0.7878,34.692299,0.7710835633347398,27.812952655122672,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,369.899,373.99999854494837,0.7868,34.693600000000004,0.7698918705944077,27.814075532001652,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,373.852,378.00046912714384,0.7848,34.693501,0.7677040486308767,27.81413448670537,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,377.804,382.00000459621253,0.7838,34.693600000000004,0.7665128176115581,27.814289651618083,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,381.756,385.999616946605,0.7788,34.693001,0.7613346675152199,27.81413525739231,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,385.709,390.0003182505921,0.7728,34.693401,0.7551590406988845,27.814847787383542,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,389.661,394.0000843693735,0.7678,34.694099,0.7499800847857236,27.815736832716084,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,393.613,397.9999273557678,0.7658,34.692699,0.7477927957996151,27.814747752843914,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,397.565,401.9998472052046,0.7618,34.693600000000004,0.7436103426340761,27.81573691961694,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,401.517,405.9998439131137,0.7608,34.693699,0.7424183563280542,27.815891759550595,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,405.469,409.9999174749244,0.7568,34.694599,0.7382357425330488,27.816879861506095,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,409.421,414.00006788606635,0.7548,34.694401,0.7360470666960848,27.816858241717682,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,413.373,418.0002951419687,0.7538,34.6945,0.7348545502837325,27.81701300078089,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,417.324,421.9995870056453,0.7518,34.694401,0.7326655138929113,27.817071011296093,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,421.276,425.99996791791375,0.7488,34.6954,0.7294789477507821,27.81807571453305,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,425.228,430.0004256612306,0.7468,34.694,0.7272906109535955,27.81708602544245,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,429.179,433.9999479402928,0.7438,34.693802,0.7241048292835576,27.81712668498767,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,433.13,437.9995470023893,0.7388,34.694401,0.7189255769207443,27.817933977446273,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,437.082,442.0002351725491,0.7358,34.694099,0.715739721194712,27.817890547311663,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,441.033,445.9999878064406,0.7288,34.6931,0.7085691719565862,27.817535199137865,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,444.984,449.99981720966036,0.7228,34.693600000000004,0.7023938501291903,27.81832397909966,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,448.935,453.9997233776402,0.7148,34.692402,0.6942275603538661,27.817869186299504,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,452.886,457.99970630581106,0.7098,34.6931,0.6890485632643056,27.818754163844005,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,456.837,461.9997659896044,0.7058,34.693901,0.6848656887005136,27.81965973801948,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,460.788,465.9999024244513,0.6998,34.6931,0.6786918623092881,27.81939883395762,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,464.739,470.0001156057827,0.6978,34.693001,0.6765019953239622,27.819455237714237,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,468.69,474.0004055290295,0.6948,34.694,0.6733149445388322,27.82045775544725,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,472.64,477.9997596851886,0.6898,34.693401,0.6681371510724602,27.820296769843026,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,476.591,482.00020305913745,0.6848,34.692699,0.6629594506126824,27.820052451804713,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,480.541,485.9997106180259,0.6818,34.693699,0.6597722979798939,27.821055246663263,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,484.492,490.0003074244034,0.6808,34.693802,0.6585776949671981,27.82121216968494,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,488.442,493.9999683677516,0.6758,34.693199,0.6533999009739686,27.821046917945296,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,492.392,497.9997059867726,0.6708,34.693901,0.6482209675721462,27.821932405279085,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,496.342,501.99952027690017,0.6698,34.6926,0.6470273105196589,27.820958306861257,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,500.293,506.0004238738961,0.6628,34.692902,0.6398570123759353,27.821644008571184,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,504.243,510.0003915119435,0.6578,34.691002,0.6346805619466376,27.820432680497333,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,508.193,514.0004358073957,0.6518,34.691502,0.6285061690570969,27.82121541470974,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,512.142,517.9995440571377,0.6458,34.692001,0.6223319285014142,27.821996846158072,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,516.092,521.9997416342934,0.6418,34.691502,0.6181500664361097,27.82185166133536,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,520.042,526.0000158551532,0.6378,34.692299,0.6139669396924233,27.82275024176124,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,523.992,530.0003667151494,0.6368,34.691101,0.6127725815272983,27.82185846564289,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,527.941,533.9997814335625,0.6308,34.6903,0.606599739566972,27.821591350334984,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,531.891,538.000285538729,0.6298,34.690399,0.6054038617414376,27.821744288598666,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,535.84,541.9998534543853,0.6248,34.691101,0.600225120206738,27.82262651628298,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,539.789,545.9994979521183,0.6209,34.690601,0.5961426541257904,27.82247317901556,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,543.739,550.0002318810918,0.6149,34.691101,0.589968643774569,27.82325277480777,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,547.688,554.0000295486744,0.6109,34.690601,0.5857866521689091,27.823104928459543,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,551.637,557.9999037846385,0.6099,34.690701,0.5845902135019032,27.823258382547692,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,555.586,561.9998545844188,0.6049,34.691399,0.5794114939803087,27.82413600122095,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,559.535,565.9998819434503,0.5969,34.690201,0.5712487860138826,27.823667119572747,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,563.484,569.9999858571676,0.5919,34.690899,0.5660702419453683,27.82454382773267,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,567.433,574.0001663210052,0.5909,34.689701,0.5648747782131126,27.823651173122016,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,571.382,578.0004233303972,0.5859,34.690498,0.5596960766819437,27.8246072181405,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,575.33,581.9997438719638,0.5799,34.689602,0.55352406271226,27.82425900295766,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,579.279,586.0001539393877,0.5779,34.689602,0.5513318208354387,27.824391603975755,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,583.227,589.9996274910998,0.5759,34.689499,0.5491395887355855,27.82444115262797,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,587.176,594.0001905982963,0.5739,34.6894,0.5469471499027796,27.82449387111501,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,591.124,597.9998171418993,0.5709,34.689098,0.5437597639714891,27.824443033996886,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,595.072,601.9995201649161,0.5669,34.688702,0.5395773610835277,27.824376334882572,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,599.021,606.0003127878457,0.5649,34.689899,0.537383130994301,27.82547311525309,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,602.969,610.0001687753703,0.5609,34.6894,0.5332007316554955,27.825323069796923,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,606.917,614.0001012286182,0.5599,34.688202,0.5320039217661264,27.824429844142742,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,610.865,618.0001101430262,0.5569,34.689301,0.5288144980612572,27.825507350372163,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,614.813,622.0001955140307,0.5529,34.690102,0.5246304341813451,27.826404422389714,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,618.761,626.0003573370684,0.5509,34.689999,0.522437057147452,27.826453253650925,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,622.708,629.9995823663182,0.5479,34.688499,0.5192503804190832,27.825435967272824,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,626.656,633.9998970603688,0.5429,34.689098,0.514071593408456,27.82622940761621,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,630.604,638.0002881927622,0.5419,34.688,0.5128738045368467,27.825416444291932,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,634.551,641.9997424595998,0.5349,34.689602,0.5057044112318911,27.827136889906342,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,638.499,646.0002864356277,0.5319,34.689301,0.5025160883851765,27.827085123150255,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,642.446,649.9998934982618,0.5279,34.6875,0.49833486833634905,27.82588376337776,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,646.393,653.9995769422757,0.5239,34.6884,0.4941504189009595,27.8268589897109,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,650.341,658.0003501398542,0.5209,34.6894,0.4909603447965679,27.827855271762928,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,654.288,662.0001863522923,0.5199,34.687,0.4897634418896736,27.82599253795638,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,658.235,666.0000989324254,0.5179,34.688202,0.48756744848778577,27.82709216760304,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,662.182,670.000087875692,0.5129,34.6875,0.4823901543219957,27.826834887917357,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,666.129,674.00015317753,0.5089,34.6884,0.4782053918787954,27.82780928616853,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,670.076,678.0002948333785,0.5069,34.688301,0.4760106779562056,27.8278600338856,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,674.023,682.0005128386749,0.5059,34.687099,0.4748115796894858,27.8269625883936,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,677.969,685.9997936766939,0.5039,34.6884,0.4726148353293049,27.828141669226397,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,681.916,690.0001643478603,0.4999,34.687901,0.46843148366987886,27.82798794168275,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,685.862,693.9995978039503,0.4979,34.687801,0.4662362511679699,27.82803762096546,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,689.809,698.0001211227427,0.4949,34.687599,0.463046682306381,27.828063982773756,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,693.755,701.9997071786643,0.4919,34.687302,0.4598572022803592,27.828013630746682,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,697.702,706.0003831268372,0.4889,34.687099,0.45666746425514065,27.828038915462912,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,701.648,710.0001217643496,0.4859,34.686798,0.45347782038931583,27.827985066075144,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,705.594,713.9999366761521,0.4819,34.687698,0.44929239100941126,27.828957957887496,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,709.54,717.9998278576853,0.4789,34.687401,0.4461025970613547,27.828907025743547,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,713.486,721.9997953043901,0.4779,34.686199,0.4449020528774139,27.82800907029673,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,717.432,725.9998390117065,0.4759,34.6875,0.44270395104726884,27.8291874677775,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,721.378,729.9999589750748,0.4719,34.687,0.4385200677526409,27.82903123330061,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,725.324,734.0001551899352,0.4669,34.686401,0.4333423264652281,27.828853481465785,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,729.27,738.0004276517278,0.4649,34.686298,0.4311457897318223,27.828899767429675,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,733.215,741.9997625731216,0.4609,34.687199,0.4269599747597326,27.829872293382323,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,737.161,746.0001874957783,0.4599,34.686001,0.4257585619847576,27.828977232938087,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,741.106,749.9996748302835,0.4569,34.685799,0.4225679473568008,27.82900188501253,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,745.052,754.0002521955678,0.4519,34.6866,0.41738818590558463,27.829951660185998,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,748.997,757.999891924952,0.4499,34.686501,0.4151910954131527,27.83000073009248,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,752.942,761.9996078352832,0.4479,34.686401,0.4129938551021669,27.83004893663201,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,756.888,766.0004138206559,0.4449,34.686199,0.4098028354976128,27.830073062868223,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,760.833,770.0002820985164,0.4439,34.685001,0.40860055449548516,27.829177709259966,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,764.778,774.000226543651,0.4419,34.685001,0.40640272785831494,27.82930635886555,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,768.723,778.0002471515011,0.4399,34.684898,0.40420489486337163,27.829351909853585,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,772.668,782.0003439175094,0.4369,34.684601,0.4010135977753934,27.82929907007042,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,776.612,785.9995028419378,0.4329,34.6842,0.3968288611578514,27.82922025833932,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,780.557,789.9997518912863,0.4279,34.684898,0.39164894196371486,27.83008525659011,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,784.502,794.0000770851202,0.4269,34.685001,0.39044388864183727,27.830238566890785,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,788.447,798.0004784188814,0.4259,34.685101,0.38923862193391484,27.830389452331247,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,792.391,801.9999418156345,0.4229,34.686199,0.3860448704892731,27.831460773529443,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,796.336,806.0004953962774,0.4209,34.684799,0.3838480321731296,27.830459998656124,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,800.28,810.0001109922074,0.4189,34.684799,0.3816490464143735,27.830587985193233,NA
SR04_06AQANTIX_2,95,342.7367,-69.0767,804.224,813.9998026712467,0.4179,34.684898,0.3804430957920657,27.830737964065975,NA
